comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;latencies(ms);bandwidths(Mbs);input_size;preprocess;splitroles;packetdrops(%);verifybuffer;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;100;1;0;1;0;1;.000678;NA;.000137;.000323;.000462;.001250;5;625
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;100;1;0;1;0;1;.000656;NA;.000068;.000399;.000491;.001250;8;451
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;100;1;0;1;0;1;.000561;NA;.000083;.000357;.000447;.000833;5;669
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;100;1;0;1;0;1;.000446;NA;.000132;.000339;.000477;.000833;5;762
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000593;NA;.000103;.000119;.000285;.000833;5;752
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000925;NA;.000065;.000114;.000250;.000833;5;427
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000354;NA;.000072;.000096;.000168;.000416;5;822
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000577;NA;.000074;.000110;.000247;.000833;5;616
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000572;NA;.000074;.000099;.000193;.000833;5;685
0.03;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000342;NA;.000076;.000091;.000120;.000416;5;847
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000375;NA;.000097;.000101;.000151;.000416;5;1011
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000331;NA;.000075;.000081;.000109;.000833;5;725
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000334;NA;.000075;.000082;.000123;.000416;5;757
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;25000;1;0;1;0;1;.000352;NA;.000072;.000061;.000088;.000416;5;805
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000345;NA;.000071;.000057;.000073;.000416;5;752
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000372;NA;.000106;.000122;.000166;.000833;5;855
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000357;NA;.000088;.000083;.000108;.000416;5;866
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000386;NA;.000099;.000108;.000174;.000416;5;957
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000362;NA;.000074;.000070;.000107;.000416;5;778
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000370;NA;.000074;.000099;.000240;.000833;5;780
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000394;NA;.000080;.000104;.000239;.000833;5;835
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.001027;NA;.000096;.000117;.000286;.001250;5;533
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000391;NA;.000103;.000111;.000164;.000833;5;875
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;10000;1;0;1;0;1;.000381;NA;.000095;.000094;.000146;.000416;5;964
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000412;NA;.000102;.000088;.000132;.000416;5;942
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000334;NA;.000103;.000096;.000116;.000416;5;1076
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000380;NA;.000069;.000096;.000230;.000833;5;747
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000612;NA;.000092;.000134;.000314;.000833;5;684
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000544;NA;.000071;.000112;.000285;.000833;5;657
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000366;NA;.000076;.000103;.000162;.000416;5;789
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000409;NA;.000110;.000146;.000250;.000833;5;904
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000557;NA;.000072;.000139;.000246;.000833;5;709
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000571;NA;.000118;.000144;.000239;.000833;5;795
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;1000;1;0;1;0;1;.000807;NA;.000061;.000101;.000214;.000833;8;534
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000680;NA;.000103;.000336;.000523;.001250;5;590
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000570;NA;.000137;.000338;.000484;.000833;5;710
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000642;NA;.000087;.000375;.000628;.000833;5;544
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000498;NA;.000071;.000315;.000421;.000833;5;561
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000611;NA;.000087;.000353;.000629;.001250;5;564
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000563;NA;.000122;.000314;.000451;.000833;5;655
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000570;NA;.000108;.000309;.000504;.000833;5;641
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000788;NA;.000115;.000400;.000736;.001250;5;571
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000513;NA;.000097;.000311;.000416;.000833;5;617
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;100;1;0;1;0;1;.000426;NA;.000091;.000303;.000429;.000833;5;646

0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000359;NA;.000127;.000148;.000223;.000833;5;795
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000585;NA;.000106;.000206;.000373;.000833;5;659
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000495;NA;.000099;.000247;.000407;.000833;5;725
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000315;NA;.000106;.000143;.000219;.000833;5;865
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000386;NA;.000110;.000145;.000240;.000833;5;836
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000376;NA;.000146;.000223;.000301;.000833;5;791
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000520;NA;.000109;.000210;.000282;.000833;5;696
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000510;NA;.000099;.000160;.000236;.000833;5;743
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000365;NA;.000131;.000146;.000211;.000833;5;904
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;0;1;.000402;NA;.000125;.000225;.000319;.000833;5;843
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.043144;NA;.000297;.014965;.063610;.064166;5;19
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.041900;NA;.000302;.014694;.068149;.077083;5;15
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.042869;NA;.000292;.014425;.068726;.069166;5;17
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.043003;NA;.000305;.019456;.060290;.082916;5;14
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.042596;NA;.000259;.018729;.127017;.127500;5;9
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.042357;NA;.000334;.021167;.070060;.070833;5;18
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.042571;NA;.000265;.015866;.087662;.088333;5;12
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.042883;NA;.000371;.016897;.068437;.070000;5;20
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.043104;NA;.000351;.013968;.059111;.068333;5;20
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;1;1;.042190;NA;.000231;.017386;.066033;.066666;5;15
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.043161;NA;.000258;.023479;.059647;.069166;5;15
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.043061;NA;.000414;.030896;.087671;.095833;5;16
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.042673;NA;.000462;.031991;.106242;.107083;5;14
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.042799;NA;.000352;.016828;.043473;.069583;5;20
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.084773;NA;.000289;.025974;.051635;.093750;5;12
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.127187;NA;.000376;.026067;.069597;.136666;5;10
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.126617;NA;.000404;.029992;.073041;.144583;5;9
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.043208;NA;.000259;.022236;.069474;.070000;5;15
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.042620;NA;.000309;.026394;.135686;.136250;5;8
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;2;1;.084647;NA;.000399;.030110;.116587;.117083;5;12
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.084525;NA;.000399;.063844;.114601;.125833;5;11
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.126158;NA;.000487;.075505;.328626;.329166;8;5
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.042749;NA;.000454;.076321;.176780;.177500;5;9
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.126373;NA;.000427;.080145;.270764;.397083;5;3
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.043065;NA;.000407;.055238;.122998;.129583;5;11
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.042849;NA;.000490;.068382;.138900;.167916;5;10
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.042967;NA;.000468;.056535;.132049;.175000;5;9
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.126115;NA;.000495;.074096;.251433;.293750;5;5
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.126935;NA;.000491;.075824;.152155;.195416;5;8
0.02;3;1;0;4;512;507;1;0;5;10000;10000;0;0;1;0;1;5;1;.127184;NA;.000442;.070818;.197917;.198333;5;8
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000392;NA;.000073;.000165;.000289;.000833;5;728
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000373;NA;.000102;.000127;.000188;.000416;5;910
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000319;NA;.000074;.000062;.000088;.000416;5;852
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000334;NA;.000081;.000068;.000090;.000416;5;1073
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000379;NA;.000116;.000132;.000192;.000416;5;989
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000395;NA;.000095;.000091;.000128;.000833;10;919
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000357;NA;.000084;.000075;.000093;.000833;5;800
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000347;NA;.000097;.000086;.000111;.000416;7;947
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000430;NA;.000096;.000106;.000179;.000833;5;985
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;0;1;.000392;NA;.000076;.000114;.000163;.000416;5;852
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.043178;NA;.000132;.001949;.017390;.052083;5;16
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.042662;NA;.000159;.006934;.042743;.043333;5;21
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.043368;NA;.000106;.001916;.008838;.052500;5;14
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.042278;NA;.000140;.005737;.117650;.160000;5;5
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.042437;NA;.000121;.003706;.059655;.060000;5;12
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.042396;NA;.000091;.001252;.008876;.044166;5;15
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.042314;NA;.000128;.005520;.042763;.051250;5;15
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.126314;NA;.000096;.004102;.042459;.126666;5;5
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.042765;NA;.000142;.006163;.050844;.051666;5;16
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;1;1;.042176;NA;.000102;.002720;.008997;.042500;5;16
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.084982;NA;.000178;.019546;.084794;.085416;5;10
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.042766;NA;.000149;.011164;.051102;.051666;5;16
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.042938;NA;.000172;.010741;.074773;.117500;5;7
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.042912;NA;.000122;.014746;.135240;.135833;5;5
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.043014;NA;.000151;.014505;.114812;.115416;5;8
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.042207;NA;.000154;.011779;.042224;.051250;8;17
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.042360;NA;.000177;.012307;.050534;.051250;5;18
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.042839;NA;.000130;.009697;.042737;.043333;5;18
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.126816;NA;.000143;.011206;.042761;.135833;5;6
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;2;1;.042199;NA;.000132;.012134;.051098;.051666;5;15
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.126812;NA;.000210;.039468;.261297;.304583;5;3
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.126422;NA;.000215;.039014;.204066;.246666;5;4
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.043078;NA;.000178;.030470;.296632;.339583;5;2
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.084491;NA;.000181;.026089;.093293;.135416;5;6
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.169296;NA;.000145;.019069;.135553;.169583;5;4
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.127194;NA;.000181;.038908;.226497;.353750;5;2
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.126581;NA;.000196;.034584;.272613;.315000;5;3
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.169278;NA;.000211;.014657;.051215;.178333;5;5
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.168377;NA;.000171;.022066;.107325;.203750;5;4
0.02;3;1;0;4;512;508;1;0;5;10000;10000;0;0;1;0;1;5;1;.126304;NA;.000179;.049819;.537385;.663750;5;1
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000403;NA;.000107;.000098;.000162;.000833;5;1010
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000575;NA;.000084;.000110;.000207;.000833;5;647
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000511;NA;.000090;.000140;.000193;.000833;5;672
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000529;NA;.000079;.000097;.000226;.000833;5;726
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000512;NA;.000074;.000141;.000262;.000833;5;700
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000598;NA;.000071;.000121;.000271;.000833;5;656
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000359;NA;.000079;.000080;.000164;.000416;5;836
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000387;NA;.000072;.000089;.000191;.000833;5;820
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000558;NA;.000080;.000193;.000310;.000833;8;686
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;0;1;.000386;NA;.000100;.000083;.000101;.000833;5;930
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.043238;NA;.000083;.000549;.008461;.043750;5;14
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.000397;NA;.000116;.007217;.043092;.043750;5;19
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.043451;NA;.000079;.002626;.042677;.043750;5;14
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.042271;NA;.000111;.003009;.051635;.052083;5;14
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.042482;NA;.000116;.003971;.041961;.042916;5;18
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.042700;NA;.000109;.013077;.042353;.051250;5;15
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.042881;NA;.000107;.000852;.008878;.043333;5;16
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.043146;NA;.000093;.007491;.126612;.127083;5;6
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.042997;NA;.000090;.008829;.125020;.125416;5;5
0.03;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;1;1;.043087;NA;.000089;.005847;.042968;.043333;5;15
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.042753;NA;.000119;.013802;.126075;.126666;5;5
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.042110;NA;.000140;.017593;.084925;.127083;5;6
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.042833;NA;.000155;.009982;.126281;.126666;5;7
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.127193;NA;.000133;.005838;.050848;.127500;5;5
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.043016;NA;.000132;.007916;.042250;.051250;5;15
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.043167;NA;.000141;.006864;.042953;.051250;5;16
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.042654;NA;.000134;.005803;.084732;.085416;5;10
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.042511;NA;.000123;.010298;.043148;.050833;5;16
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.126337;NA;.000116;.005393;.043044;.126666;5;5
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;2;1;.042844;NA;.000114;.007626;.051300;.051666;5;13
0.03;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.126282;NA;.000140;.012124;.050725;.135416;5;6
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.043016;NA;.000156;.020179;.084057;.127500;5;6
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.042981;NA;.000167;.014313;.083690;.126666;5;7
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.084768;NA;.000175;.016194;.084166;.127500;5;7
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.126304;NA;.000171;.019726;.092812;.135833;5;6
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.085382;NA;.000152;.018993;.084191;.127083;5;6
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.301851;NA;.000179;.019950;.176350;.319583;5;2
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.126137;NA;.000167;.020101;.126681;.127083;5;7
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.042996;NA;.000182;.021735;.085714;.086250;5;10
0.02;3;1;0;4;512;509;1;0;5;10000;10000;0;0;1;0;1;5;1;.083856;NA;.000145;.022951;.136554;.137083;5;5
